N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
6,distance,brute,30,1.0,l1,334.33506603372973
4,uniform,brute,70,3.0,euclidean,346.0643401486989
7,uniform,brute,100,1.0,cityblock,359.1915002655337
5,distance,ball_tree,10,1.0,manhattan,331.6151975423382
6,distance,ball_tree,30,4.5,manhattan,341.6332125581127
7,uniform,brute,60,3.0,l2,387.60021242697843
4,uniform,ball_tree,80,4.0,l2,345.6471143122676
7,distance,ball_tree,80,2.5,manhattan,341.66629565697815
3,distance,kd_tree,90,1.5,l1,364.650434944238
6,distance,kd_tree,20,2.5,l1,347.8197580549021
10,uniform,ball_tree,20,2.0,manhattan,395.1771524163569
7,uniform,brute,20,1.5,manhattan,359.1915002655337
4,uniform,brute,30,3.5,euclidean,346.0643401486989
10,distance,brute,30,4.0,l2,389.11246958900676
8,distance,brute,20,1.5,euclidean,375.0074113945002
2,uniform,brute,80,2.0,manhattan,355.018810408922
10,distance,ball_tree,30,2.5,manhattan,370.01963368239876
4,distance,ball_tree,20,3.5,l2,354.6896134664456
5,uniform,kd_tree,70,3.0,manhattan,348.1104014869889
5,distance,ball_tree,60,1.5,l1,345.59633873251937
10,uniform,brute,80,4.5,l1,371.9459107806691
1,distance,brute,10,2.5,cityblock,458.78278810408926
9,uniform,brute,10,1.5,manhattan,370.7122965716649
7,distance,brute,60,3.5,l2,373.6682558266071
10,distance,ball_tree,10,3.0,manhattan,368.79222459578375
5,distance,kd_tree,60,2.0,euclidean,353.49343204711795
2,distance,brute,10,1.0,l1,354.8446623296159
10,distance,ball_tree,10,4.0,cityblock,368.79222459578375
10,distance,brute,100,1.0,manhattan,353.51921084236164
9,uniform,ball_tree,50,1.5,l1,387.2543886823627
2,uniform,kd_tree,90,2.0,l1,373.70583643122677
4,uniform,brute,70,1.5,cityblock,355.2714033457249
4,distance,ball_tree,80,4.0,l2,343.48072713003745
5,uniform,ball_tree,70,1.5,euclidean,348.3541338289964
5,distance,ball_tree,50,3.5,l1,345.59633873251937
7,uniform,ball_tree,60,1.5,euclidean,385.3468481147105
9,uniform,ball_tree,60,4.5,euclidean,403.66384758364313
1,uniform,ball_tree,90,2.5,manhattan,446.7906133828996
6,distance,kd_tree,50,1.5,manhattan,345.92380626647366
4,distance,ball_tree,20,3.0,euclidean,354.6896134664456
2,distance,ball_tree,90,1.5,cityblock,378.7416945477076
2,distance,kd_tree,70,3.5,euclidean,372.0818026228901
6,distance,ball_tree,30,3.0,cityblock,341.6332125581127
2,distance,kd_tree,50,1.5,l2,386.200780955554
4,distance,kd_tree,90,4.5,l1,334.7748319614091
7,uniform,kd_tree,40,4.0,l1,375.3711311736587
8,distance,ball_tree,90,1.0,cityblock,361.66167656318885
4,distance,brute,10,4.0,cityblock,343.24382311028484
9,distance,brute,20,3.5,manhattan,352.5877222517571
1,uniform,kd_tree,30,2.5,cityblock,491.75332713754665
2,uniform,brute,80,3.5,manhattan,355.018810408922
2,distance,brute,50,1.0,l2,354.9291731488626
8,distance,ball_tree,30,4.5,euclidean,382.65058018071915
8,distance,kd_tree,90,1.0,cityblock,361.62525187426263
1,distance,brute,50,4.0,manhattan,458.78278810408926
9,distance,ball_tree,70,1.0,manhattan,359.0378787321866
